0,6.220090473065583
1,3.2559674614185465
2,5.765603521063993
3,3.2811181113306005
4,1.6774068192502851
5,1.6457488459370926
6,1.642694769243236
7,1.6746848817973627
8,1.7573821998349033
9,1.902578304816136
10,8.164797724164034
11,2.112712626150813
12,1.4381719894636316
13,1.7678112196249522
14,1.546391916079859
15,1.5122366283879525
16,3.1463464877116256
17,1.639034962319095
18,1.537312499371923
19,2.3662261411846943
20,1.3841097288186142
21,1.3190960201041755
22,1.1864671968620117
23,1.34732173507028
24,1.4320800716039757
25,1.4897027966710212
26,1.4496690293192263
27,1.4326129025488967
28,1.4325981342029206
29,1.4326629544650402
30,1.6552110081849023
31,1.4326093254752406
32,1.4999874595912448
33,1.5654338693052052
34,1.680169532064068
35,1.5719615890220715
36,1.5303244043465403
37,1.696954079538243
38,1.5440027318151412
39,1.5328601823364465
40,1.5150035134944362
41,1.4775483360640735
42,1.5617709436405742
43,1.4100727339652006
44,1.5943529825608858
45,1.6973648276284414
46,1.4326003862516707
47,1.5825847614902266
48,1.5103731666718252
49,1.3407829171991228
50,1.2863640682093613
